date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:43:05	203030/203030	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2267eaa5bf-31916%22	https://juridia.ma/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot?	C:/Mes%20Sites%20Web/juridia/juridia.ma/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900d41d.eot	(from https://juridia.ma/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.css?ver=5.15.3)
14:43:06	78196/78196	---M--	200	added ('OK')	font/woff2	etag:%2267eaa5bf-13174%22	https://juridia.ma/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	C:/Mes%20Sites%20Web/juridia/juridia.ma/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	(from https://juridia.ma/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.css?ver=5.15.3)
14:43:06	101652/101652	---M--	200	added ('OK')	font/woff	etag:%2267eaa5bf-18d14%22	https://juridia.ma/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	C:/Mes%20Sites%20Web/juridia/juridia.ma/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	(from https://juridia.ma/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.css?ver=5.15.3)
14:43:07	202744/202744	---M--	200	added ('OK')	application/octet-stream	etag:%2267eaa5bf-317f8%22	https://juridia.ma/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	C:/Mes%20Sites%20Web/juridia/juridia.ma/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	(from https://juridia.ma/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.css?ver=5.15.3)
14:43:08	39456/39456	---M--	200	added ('OK')	font/woff2	etag:%2267eaa601-9a20%22	https://juridia.ma/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkc3kawzu.woff2	C:/Mes%20Sites%20Web/juridia/juridia.ma/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkc3kawzu.woff2	(from https://juridia.ma/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1743431174)
14:43:09	24576/24576	---M--	200	added ('OK')	font/woff2	etag:%2267eaa601-6000%22	https://juridia.ma/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkankawzu.woff2	C:/Mes%20Sites%20Web/juridia/juridia.ma/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkankawzu.woff2	(from https://juridia.ma/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1743431174)
14:43:09	918991/918991	---M--	200	added ('OK')	image/svg+xml	etag:%2267eaa5bf-e05cf%22	https://juridia.ma/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	C:/Mes%20Sites%20Web/juridia/juridia.ma/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	(from https://juridia.ma/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.css?ver=5.15.3)
14:43:10	4468/4468	---M--	200	added ('OK')	font/woff2	etag:%2267eaa601-1174%22	https://juridia.ma/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkcnkawzu.woff2	C:/Mes%20Sites%20Web/juridia/juridia.ma/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkcnkawzu.woff2	(from https://juridia.ma/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1743431174)
14:43:11	18800/18800	---M--	200	added ('OK')	font/woff2	etag:%2267eaa602-4970%22	https://juridia.ma/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkbxkawzu.woff2	C:/Mes%20Sites%20Web/juridia/juridia.ma/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkbxkawzu.woff2	(from https://juridia.ma/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1743431174)
14:43:12	44336/44336	---M--	200	added ('OK')	font/woff2	etag:%2267eaa602-ad30%22	https://juridia.ma/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkenkawzu.woff2	C:/Mes%20Sites%20Web/juridia/juridia.ma/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkenkawzu.woff2	(from https://juridia.ma/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1743431174)
14:43:13	22288/22288	---M--	200	added ('OK')	font/woff2	etag:%2267eaa602-5710%22	https://juridia.ma/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkahkawzu.woff2	C:/Mes%20Sites%20Web/juridia/juridia.ma/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkahkawzu.woff2	(from https://juridia.ma/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1743431174)
14:43:13	13888/13888	---M--	200	added ('OK')	font/woff2	etag:%2267eaa602-3640%22	https://juridia.ma/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkcxkawzu.woff2	C:/Mes%20Sites%20Web/juridia/juridia.ma/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkcxkawzu.woff2	(from https://juridia.ma/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1743431174)
14:43:14	28536/28536	---M--	200	added ('OK')	font/woff2	etag:%2267eaa602-6f78%22	https://juridia.ma/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkchkawzu.woff2	C:/Mes%20Sites%20Web/juridia/juridia.ma/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkchkawzu.woff2	(from https://juridia.ma/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1743431174)
14:43:15	44192/44192	---M--	200	added ('OK')	font/woff2	etag:%2267eaa602-aca0%22	https://juridia.ma/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkbnka.woff2	C:/Mes%20Sites%20Web/juridia/juridia.ma/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkbnka.woff2	(from https://juridia.ma/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1743431174)
14:43:16	35568/35568	---M--	200	added ('OK')	font/woff2	etag:%2267eaa606-8af0%22	https://juridia.ma/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3gubgee.woff2	C:/Mes%20Sites%20Web/juridia/juridia.ma/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3gubgee.woff2	(from https://juridia.ma/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1743431174)
14:43:16	22796/22796	---M--	200	added ('OK')	font/woff2	etag:%2267eaa606-590c%22	https://juridia.ma/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3iubgee.woff2	C:/Mes%20Sites%20Web/juridia/juridia.ma/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3iubgee.woff2	(from https://juridia.ma/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1743431174)
14:43:17	4340/4340	---M--	200	added ('OK')	font/woff2	etag:%2267eaa606-10f4%22	https://juridia.ma/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3cubgee.woff2	C:/Mes%20Sites%20Web/juridia/juridia.ma/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3cubgee.woff2	(from https://juridia.ma/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1743431174)
14:43:17	17628/17628	---M--	200	added ('OK')	font/woff2	etag:%2267eaa606-44dc%22	https://juridia.ma/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3-ubgee.woff2	C:/Mes%20Sites%20Web/juridia/juridia.ma/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3-ubgee.woff2	(from https://juridia.ma/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1743431174)
14:43:18	40572/40572	---M--	200	added ('OK')	font/woff2	etag:%2267eaa606-9e7c%22	https://juridia.ma/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluamawcubgee.woff2	C:/Mes%20Sites%20Web/juridia/juridia.ma/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluamawcubgee.woff2	(from https://juridia.ma/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1743431174)
14:43:18	20408/20408	---M--	200	added ('OK')	font/woff2	etag:%2267eaa606-4fb8%22	https://juridia.ma/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluamaxkubgee.woff2	C:/Mes%20Sites%20Web/juridia/juridia.ma/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluamaxkubgee.woff2	(from https://juridia.ma/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1743431174)
14:43:19	13004/13004	---M--	200	added ('OK')	font/woff2	etag:%2267eaa606-32cc%22	https://juridia.ma/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3oubgee.woff2	C:/Mes%20Sites%20Web/juridia/juridia.ma/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3oubgee.woff2	(from https://juridia.ma/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1743431174)
14:43:20	26428/26428	---M--	200	added ('OK')	font/woff2	etag:%2267eaa606-673c%22	https://juridia.ma/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3kubgee.woff2	C:/Mes%20Sites%20Web/juridia/juridia.ma/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3kubgee.woff2	(from https://juridia.ma/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1743431174)
14:43:20	40128/40128	---M--	200	added ('OK')	font/woff2	etag:%2267eaa606-9cc0%22	https://juridia.ma/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3yuba.woff2	C:/Mes%20Sites%20Web/juridia/juridia.ma/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3yuba.woff2	(from https://juridia.ma/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1743431174)
14:43:21	32284/32284	---M--	200	added ('OK')	font/woff2	etag:%2267eaa60a-7e1c%22	https://juridia.ma/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufa5qw54a.woff2	C:/Mes%20Sites%20Web/juridia/juridia.ma/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufa5qw54a.woff2	(from https://juridia.ma/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1743431178)
14:43:22	21272/21272	---M--	200	added ('OK')	font/woff2	etag:%2267eaa60a-5318%22	https://juridia.ma/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufj5qw54a.woff2	C:/Mes%20Sites%20Web/juridia/juridia.ma/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufj5qw54a.woff2	(from https://juridia.ma/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1743431178)
14:43:22	2184/2184	---M--	200	added ('OK')	font/woff2	etag:%2267eaa60a-888%22	https://juridia.ma/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufb5qw54a.woff2	C:/Mes%20Sites%20Web/juridia/juridia.ma/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufb5qw54a.woff2	(from https://juridia.ma/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1743431178)
14:43:22	14852/14852	---M--	200	added ('OK')	font/woff2	etag:%2267eaa60a-3a04%22	https://juridia.ma/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufo5qw54a.woff2	C:/Mes%20Sites%20Web/juridia/juridia.ma/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufo5qw54a.woff2	(from https://juridia.ma/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1743431178)
14:43:24	9872/9872	---M--	200	added ('OK')	font/woff2	etag:%2267eaa60a-2690%22	https://juridia.ma/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufc5qw54a.woff2	C:/Mes%20Sites%20Web/juridia/juridia.ma/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufc5qw54a.woff2	(from https://juridia.ma/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1743431178)
14:43:25	20760/20760	---M--	200	added ('OK')	font/woff2	etag:%2267eaa60a-5118%22	https://juridia.ma/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufd5qw54a.woff2	C:/Mes%20Sites%20Web/juridia/juridia.ma/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufd5qw54a.woff2	(from https://juridia.ma/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1743431178)
14:43:25	34328/34328	---M--	200	added ('OK')	font/woff2	etag:%2267eaa60a-8618%22	https://juridia.ma/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufn5qu.woff2	C:/Mes%20Sites%20Web/juridia/juridia.ma/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufn5qu.woff2	(from https://juridia.ma/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1743431178)
14:43:26	24433/24433	---MCZ	200	added ('OK')	application/json	date:Fri,%2011%20Apr%202025%2023:44:19%20GMT	https://juridia.ma/wp-json/wp/v2/pages/532	C:/Mes%20Sites%20Web/juridia/juridia.ma/wp-json/wp/v2/pages/532.json	(from https://juridia.ma/condition-generales-de-vente-et-utilisation/)
14:43:26	2273/2273	---MCZ	200	added ('OK')	application/json	date:Fri,%2011%20Apr%202025%2023:44:19%20GMT	https://juridia.ma/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjuridia.ma%2Fcondition-generales-de-vente-et-utilisation%2F	C:/Mes%20Sites%20Web/juridia/juridia.ma/wp-json/oembed/1.0/embedc2bb.json	(from https://juridia.ma/condition-generales-de-vente-et-utilisation/)
14:43:26	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2011%20Apr%202025%2023:44:19%20GMT	https://juridia.ma/?p=532	C:/Mes%20Sites%20Web/juridia/juridia.ma/index0745.html	(from https://juridia.ma/condition-generales-de-vente-et-utilisation/)
14:43:27	2436/2436	---MCZ	200	added ('OK')	text/xml	date:Fri,%2011%20Apr%202025%2023:44:20%20GMT	https://juridia.ma/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjuridia.ma%2Fcondition-generales-de-vente-et-utilisation%2F&format=xml	C:/Mes%20Sites%20Web/juridia/juridia.ma/wp-json/oembed/1.0/embedf4aa	(from https://juridia.ma/condition-generales-de-vente-et-utilisation/)
14:43:28	17013/17013	---MCZ	200	added ('OK')	application/json	date:Fri,%2011%20Apr%202025%2023:44:21%20GMT	https://juridia.ma/wp-json/wp/v2/pages/3	C:/Mes%20Sites%20Web/juridia/juridia.ma/wp-json/wp/v2/pages/3.json	(from https://juridia.ma/politiques-de-confidentialite/)
14:43:28	2161/2161	---MCZ	200	added ('OK')	application/json	date:Fri,%2011%20Apr%202025%2023:44:22%20GMT	https://juridia.ma/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjuridia.ma%2Fpolitiques-de-confidentialite%2F	C:/Mes%20Sites%20Web/juridia/juridia.ma/wp-json/oembed/1.0/embed8744.json	(from https://juridia.ma/politiques-de-confidentialite/)
14:43:29	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2011%20Apr%202025%2023:44:22%20GMT	https://juridia.ma/?p=3	C:/Mes%20Sites%20Web/juridia/juridia.ma/index2207.html	(from https://juridia.ma/politiques-de-confidentialite/)
14:43:29	2321/2321	---MCZ	200	added ('OK')	text/xml	date:Fri,%2011%20Apr%202025%2023:44:22%20GMT	https://juridia.ma/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjuridia.ma%2Fpolitiques-de-confidentialite%2F&format=xml	C:/Mes%20Sites%20Web/juridia/juridia.ma/wp-json/oembed/1.0/embedf4cb	(from https://juridia.ma/politiques-de-confidentialite/)
14:43:30	12640/12640	---MCZ	200	added ('OK')	application/json	date:Fri,%2011%20Apr%202025%2023:44:23%20GMT	https://juridia.ma/wp-json/wp/v2/pages/548	C:/Mes%20Sites%20Web/juridia/juridia.ma/wp-json/wp/v2/pages/548.json	(from https://juridia.ma/cookies/)
14:43:31	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2011%20Apr%202025%2023:44:24%20GMT	https://juridia.ma/?p=548	C:/Mes%20Sites%20Web/juridia/juridia.ma/index1dc8.html	(from https://juridia.ma/cookies/)
14:43:32	2075/2075	---MCZ	200	added ('OK')	application/json	date:Fri,%2011%20Apr%202025%2023:44:25%20GMT	https://juridia.ma/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjuridia.ma%2Fcookies%2F	C:/Mes%20Sites%20Web/juridia/juridia.ma/wp-json/oembed/1.0/embed85d0.json	(from https://juridia.ma/cookies/)
14:43:33	2235/2235	---MCZ	200	added ('OK')	text/xml	date:Fri,%2011%20Apr%202025%2023:44:26%20GMT	https://juridia.ma/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjuridia.ma%2Fcookies%2F&format=xml	C:/Mes%20Sites%20Web/juridia/juridia.ma/wp-json/oembed/1.0/embedb752	(from https://juridia.ma/cookies/)
